postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
0702225,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ငါးစားကြူး ကျေးရွာအုပ်စု,Ngar Sar Kyu Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702226,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကြက်ရိုးပြင် ကျေးရွာအုပ်စု,Kyet Yoe Pyin Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702227,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဒိုးတန်း ကျေးရွာအုပ်စု,Doe Tan Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702228,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,အထက်ပြူးမ ကျေးရွာအုပ်စု,Ah Htet Pyu Ma Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702229,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ပြူးမကညင်တန်း ကျေးရွာအုပ်စု,Pyu Ma Ka Nyin Tan Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702230,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကပ္ပကောင်း ကျေးရွာအုပ်စု,Kat Pa Kaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702231,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြို့သစ် ကျေးရွာအုပ်စု,Myo Thit Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702232,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရေမျက်တောင် ကျေးရွာအုပ်စု,Yae Myet Taung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702233,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ငါးခူရ ကျေးရွာအုပ်စု,Nga Khu Ya Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702234,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ခြံပြင် ကျေးရွာအုပ်စု,Chan Pyin Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702235,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရေတွင်းကျွန်း ကျေးရွာအုပ်စု,Yae Twin Kyun Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702236,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရွက်ညိုတောင် ကျေးရွာအုပ်စု,Ywet Nyo Taung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702237,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဦးရှည်ကျ ကျေးရွာအုပ်စု,U Shey Kya Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702238,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ပွင့်ဖြူချောင်း ကျေးရွာအုပ်စု,Pwint Hpyu Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702239,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကျားခေါင်းတောင် ကျေးရွာအုပ်စု,Kyar Gaung Taung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702240,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ရေခပ်ချောင်းခွဆုံ ကျေးရွာအုပ်စု,Yae Khat Chaung Gwa Son Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702241,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဒါးကြီးဇား ကျေးရွာအုပ်စု,Dar Gyi Zar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702242,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ငန်းချောင်း ကျေးရွာအုပ်စု,Ngan Chaung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702243,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မြောတောင် ကျေးရွာအုပ်စု,Myaw Taung Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702244,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ဖားဝတ်ချောင်း (ရွာသစ်) ကျေးရွာအုပ်စု,Hpar Wut Chaung (Ywar Thit) Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702245,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,သရက်အုပ် ကျေးရွာအုပ်စု,Tha Yet Oke Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702246,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,မောင်နှမ ကျေးရွာအုပ်စု,Maung Hna Ma Village Tract,village_tract,6966,,exact_my,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702247,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,ကျောက်ပြင်ဆိပ် ကျေးရွာအုပ်စု,Kyauk Pyin Seik Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0702248,missing_local_area,ရခိုင်ပြည်နယ်,Rakhine State,မောင်တော မြို့နယ်,Maungdaw Township,သူဦးလာ ကျေးရွာအုပ်စု,Thu U Lar Village Tract,village_tract,6966,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
